year,state,candidate,party_detailed,candidatevotes,totalvotes,percvotes,electoral_votes,perc_e_votes,vote_frac,vote_int
1976,NEW HAMPSHIRE,"CARTER, JIMMY",DEMOCRAT,147645,339627,43.472692100451376,4,1.738907684018055,0.7389076840180551,1
1976,NEW HAMPSHIRE,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,4095,339627,1.205734526406911,4,0.048229381056276444,0.048229381056276444,0
1976,NEW HAMPSHIRE,"MACBRIDE, ROGER",LIBERTARIAN,936,339627,0.27559646317872255,4,0.011023858527148902,0.011023858527148902,0
1976,NEW HAMPSHIRE,SCATTERING,WRITE-IN,603,339627,0.1775477214709078,4,0.0071019088588363125,0.0071019088588363125,0
1976,NEW HAMPSHIRE,"LAROUCHE, LYNDON, JR.",U.S. LABOR,186,339627,0.05476596383679743,4,0.002190638553471897,0.002190638553471897,0
1976,NEW HAMPSHIRE,"CAMEJO, PETER",SOCIALIST WORKERS,161,339627,0.04740494719206659,4,0.0018961978876826636,0.0018961978876826636,0
1976,NEW HAMPSHIRE,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,66,339627,0.01943308394208941,4,0.0007773233576835765,0.0007773233576835765,0
1976,NEW JERSEY,"FORD, GERALD",REPUBLICAN,1509688,3014472,50.08134094461651,17,8.513827960584806,0.5138279605848055,8
1976,NEW JERSEY,"CARTER, JIMMY",DEMOCRAT,1444653,3014472,47.92391503387658,17,8.147065555759019,0.1470655557590188,8
1976,NEW JERSEY,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,32717,3014472,1.0853310297790126,17,0.18450627506243214,0.18450627506243214,0
1976,NEW JERSEY,"MACBRIDE, ROGER",LIBERTARIAN,9449,3014472,0.3134545618602528,17,0.05328727551624297,0.05328727551624297,0
1976,NEW JERSEY,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,7716,3014472,0.25596522376057895,17,0.043514088039298425,0.043514088039298425,0
1976,NEW JERSEY,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,3686,3014472,0.12227680336722319,17,0.02078705657242794,0.02078705657242794,0
1976,NEW JERSEY,"HALL, GUS",COMMUNIST PARTY USE,1662,3014472,0.05513403342276857,17,0.009372785681870657,0.009372785681870657,0
1976,NEW JERSEY,"LAROUCHE, LYNDON, JR.",U.S. LABOR,1650,3014472,0.05473595375906626,17,0.009305112139041264,0.009305112139041264,0
1976,NEW JERSEY,"CAMEJO, PETER",SOCIALIST WORKERS,1184,3014472,0.03927719348529361,17,0.006677122892499915,0.006677122892499915,0
1976,NEW JERSEY,"WRIGHT, MARGARET",PEACE & FREEDOM,1044,3014472,0.03463293074210011,17,0.005887598226157018,0.005887598226157018,0
1976,NEW JERSEY,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,554,3014472,0.018378011140922856,17,0.0031242618939568857,0.0031242618939568857,0
1976,NEW JERSEY,"ZEIDLER, FRANK",SOCIALIST,469,3014472,0.01555828018969823,17,0.0026449076322486993,0.0026449076322486993,0
